name,glass-size (oz),category,measurement-1,unit-1,ingredient-1,measurement-2,unit-2,ingredient-2,measurement-3,unit-3,ingredient-3,measurement-4,unit-4,ingredient-4,measurement-5,unit-5,ingredient-5,measurement-6,unit-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz),Cocktail Measurment,Match
Apricot Anise Collins,14,Cocktail Classics,1,oz, Gin,0.5,oz, Apricot-Flavored Brandy,1.5,oz, Anisette,1,oz, Lemon Juice,,,,,,,Lemon Slice,Shake with ice and strain into Collins glass over ice. Fill with carbonated water and stir lightly. Garnish with a lemon slice.,Collins Glass,14,4,FALSE
Apple Rum Rickey,7,Cocktail Classics,1.5,oz, Applejack,0.75,oz, Light Rum,0.25,oz, Lime,,,,,,,,,,Lime Slice,Pour applejack and rum into highball glass over ice cubes. Fill with carbonated water. Squeeze lime and drop into glass. Stir.,Highball Glass,7,2.5,FALSE
Sloppy Joe's Cocktail No. 1,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Dry Vermouth,0.5,oz, Triple Sec,1,oz, Fresh Lime Juice,1,oz, Grenadine,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,5.25,FALSE
Applejack Punch,3,Cocktail Classics,1.75,oz,Applejack,4,oz, Grenadine,16,oz, Orange Juice,1,count,,,,,1,oz, Whole Egg,Apple Slice,Combine first three ingredients in punch bowl with large block of ice. Add ginger ale and garnish with an apple slice.,Punch Cup,3,23.75,FALSE
Brandy Flip,5,Cocktail Classics,1,count,Whole Egg,1,oz, Powdered Sugar,1.5,oz, Brandy,2,, Light Cream (if desired),,,,,,,Nutmeg,Shake with ice and strain into sour glass. Top with nutmeg.,Sour Glass,5,5.5,FALSE
Sir Walter Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Brandy,1,oz, Grenadine,1,, Triple Sec,1,oz, Fresh lemon juice,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,5.75,FALSE
Saxon Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh Lime Juice,0.5,oz, Grenadine,1,count,,,,,,,,Orange Twist,Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,4,FALSE
Boston Bullet,6,Cocktail Classics,1,oz, Gin,0.75,oz, Dry Vermouth,,,,,,,,,,,,,Olive,Stir or shake with ice and strain into cocktail glass.  Garnish with an olive stuff with an almond.,Cocktail Glass,6,1.75,FALSE
Sargasso,6,Rum - Daiquiris,2,oz, Aged rhum agricole,0.75,oz, Dry Sherry,0.5,oz, Aperol,2,, Angostura Bitters,,,,,,,Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,5.25,FALSE
Santiago Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1,oz, Fresh Lime Juice,0.5,oz, Simple Syrup,0.5,, Grenadine,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4,FALSE
Black Velvet,6,Cocktail Classics,1,oz, Chilled Stout,5,oz, Chilled Champagne,,,,,,,,,,,,,,"Pour very carefully, in order given, into champagne flute so that the stout and champagne don't mix. ",Champagne Flute,6,6,TRUE
Saint Lucy Bracer,6,Rum - Daiquiris,1.5,oz, Dark rum,0.5,oz, Butterscotch schnapps,0.5,oz, Sweet Vermouth,2,, Angostura Bitters,,,,,,,Edible Flowers,Stir with ice and strain into chilled cocktail glass. Garnish with edible flowers.,Cocktail Glass,6,4.5,FALSE
Applecar,6,Cocktail Classics,1.5,oz, Applejack,1,oz, Triple Sec,1,oz, Lemon Juice,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Apple Blow Fizz,7,Cocktail Classics,1,oz, Egg White,0.5,oz, Juice of a Lemon,1,oz, Powdered Sugar,2,, Apple Brandy,,,,,,,,Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water.,Highball Glass,7,4.5,FALSE
Antoine Special,12,Cocktail Classics,1.5,oz, Dubonnet,1.5,oz, Dry Vermouth,,,,,,,,,,,,,,Float vermouth on top of chilled Dubonnet in a wine glass.,Red-Wine Glass,12,3,FALSE
Ante,6,Cocktail Classics,1,oz, Apple Brandy,0.5,oz, Triple Sec,1,oz, Dubonnet,,,,,,,,,,,Stir well with cracked ice and strain into cocktail glass.,Cocktail Glass,6,2.5,FALSE
S & V,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Creole Shrubb (rum-based orange liqueur),0.5,oz, Ruby port,0.5,, Fresh Lime Juice,,,,,,,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6,3.5,FALSE
Rum Toddy (Cold),6,Rum - Daiquiris,2,oz, Light or dark rum,0.5,oz, Water,1,oz, Simple Syrup,,,,,,,1,oz, Brandy,Lemon Twist,"Stir rum, water, and syrup in old-fashioned glass. Add large cube of ice. Garnish with a lemon twist.",Old-Fashioned Glass,6,4.5,FALSE
Deauville Cocktail,6,Brandy,0.5,oz, Brandy,0.5,oz, Apple Brandy,0.5,oz, Triple Sec,0.5,, Fresh lemon juice,,,,1,oz, Dry Vermouth,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3,FALSE
Allies Cocktail,6,Cocktail Classics,0.75,oz, Dry Vermouth,1,oz, Gin,0.5,oz, Kummel,,,,,,,,,,,Stir with ice and strain into cocktail glass.,Cocktail Glass,6,2.25,FALSE
Rum Swizzle,14,Rum - Daiquiris,2,oz, Light or dark rum,1,oz, Fresh Lime Juice,0.5,oz, Simple Syrup,2,, Angostura Bitters,1,oz, Soda water,,,,,"Combine first four ingredients in ice-filled Collins glass. With bar spoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. Top with soda water. Serve with a swizzle stick.",Collins Glass,14,6.5,FALSE
A. J.,6,Cocktail Classics,1.5,oz, Applejack,1,oz, Grapefruit Juice,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.5,FALSE
After Supper Cocktail,6,Cocktail Classics,0.75,oz, Apricot-Flavored Brandy,1,oz, Triple Sec,0.5,oz, Lemon Juice,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.25,FALSE
Rum Sour,2,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Fresh lemon juice,0.75,oz, Simple Syrup,,,,,,,,,,"Lemon Slice, Cherry",Shake with ice and strain into chilled sour glass. Garnish with a lemon slice and a cherry.,Cordial or Pony Glass,2,3.5,FALSE
Acapulco,6,Cocktail Classics,2,oz, Light Rum,1,oz, Lime Juice,1.5,oz, Triple Sec,1,, Sugar,1,oz, Egg White,,,,Mint,Combine and shake all ingredients with ice and strain into old-fashioned glass over ice cubes. Garnish with mint.,Old-Fashioned Glass,6,6.5,FALSE
Absinthe Drip Cocktail,6,Cocktail Classics,1.5,oz, Anis,1,oz, Sugar,,,,,,,,,,,,,Sugar,"Pour Anis into special drip glass or old-fashioned cocktail glass. Place sugar cube over hole of drip spoon (or in silver tea strainer). Pack spoon or strainer with cracked ice, pour cold water to fill. When water has dripped through, drink is ready.",Old-Fashioned Glass,6,2.5,FALSE
Ambrosia,7,Cocktail Classics,1.5,oz, Applejack,1,oz, Brandy,1,oz, Triple Sec,1,count,,1,oz, Chilled Champagne,,,,,Shake all ingredients except champagne. Pour contents into highball glass with cubed ice. Fill with chilled champagne.,Highball Glass,7,5.5,FALSE
Rum Screwdriver,7,Rum - Daiquiris,2,oz, Light Rum,5,oz, Orange juice,,,,,,,,,,,,,,Stir rum and orange juice in ice-filled highball glass.,Highball Glass,7,7,TRUE
Rum Rickey,7,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh Lime Juice,3,oz, Soda water,,,,,,,,,,Lime Slice,Pour rum and lime juice into ice-filled highball glass. Fill with soda water and stir. Garnish with a lime slice.,Highball Glass,7,5.5,FALSE
Scotch Cocktail,6,Cocktail Classics,0.5,oz, Old Mr. Boston Creme de Menthe (White),1.5,oz, Desmond & Duff Scotch Whisky,,,,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2,FALSE
Rum Relaxer,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Pineapple Juice,0.5,oz, Grenadine,1,count,,,,,,,,"Orange Slice, Cherry",Shake first three ingredients with ice and pour with ice into hurricane or parfait glass. Fill glass with lemon-lime soda. Garnish with an orange slice and a cherry.,Hurricane Glass,14,4.5,FALSE
Rum Old-Fashioned,6,Rum - Daiquiris,2,oz, Light Rum,1,oz, 151-Proof Rum,1,oz, Simple Syrup,1,, Angostura Bitters,,,,,,,Lemon Twist,Stir in ice-filled old-fashioned glass. Garnish with a lemon twist.,Old-Fashioned Glass,6,5,FALSE
Rum Martini,6,Rum - Daiquiris,2,oz, Light Rum,1,oz, Dry Vermouth,,,,,,,,,,,,,Lemon Twist,Stir rum and vermouth with ice in mixing glass. Strain into ice-filled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,3,FALSE
Rum Highball,7,Rum - Daiquiris,2,oz, Light or dark rum,6,oz, Ginger ale or soda water,,,,,,,,,,,,,Lemon Twist,Pour rum into highball glass over ice cubes. Fill with ginger ale or soda water and stir. Garnish with a lemon twist.,Highball Glass,7,8,FALSE
Rum Fix,7,Rum - Daiquiris,2,oz, Light Rum,1,oz, Fresh lemon or lime juice,0.5,oz, Simple Syrup,,,,,,,,,,,Pour ingredients into ice-filled highball glass and stir. Garnish with a lemon slice. Serve with a straw.,Highball Glass,7,3.5,FALSE
Rum Daisy,10,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh lemon juice,1,oz, Simple Syrup,1,, Grenadine,,,,,,,Seasonal Fruit,Shake with ice and strain into chilled beer mug or metal cup. Add 1 large ice cube. Garnish with seasonal fruit.,Beer Mug,10,4.5,FALSE
D'artagnan,6,Brandy,1,oz, Armagnac,1,oz, Grand Marnier,1,oz, Simple Syrup,0.5,, Orange juice,1,oz, Chilled Champagne,,,,Orange Twist,Shake first four ingredients with ice and strain into champagne flute. Top with Champagne. Garnish with an orange twist.,Champagne Flute,6,4.5,FALSE
Rum Cooler,14,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Simple Syrup,2,oz, Soda water,1,count,,1,oz, Orange and/or lemon zest,,,,Lemon Twist,"Stir rum and syrup in Collins glass. Fill with ice, add soda water or ginger ale, and stir again. Garnish with a lemon twist.",Collins Glass,14,6.5,FALSE
Rum Collins,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Fresh Lime Juice,0.5,oz, Simple Syrup,1,count,,,,,,,,"Lemon Slice, Cherry","Shake rum, lime juice, and syrup with ice and strain into chilled Collins glass. Add several ice cubes, fill with soda water, and stir. Garnish with a lemon slice and a cherry. Serve with a straw.",Collins Glass,14,4.5,FALSE
Seaboabd,6,Cocktail Classics,1,oz, Old Mr. Boston Blended Whiskey,1,oz, Old Mr. Boston Dry Gin,1,oz, Lemon Juice,1,, Powdered Sugar,,,,,,,Mint,Shake with ice and strain into old-fashioned glass over ice cubes. Garnish with mint.,Old-Fashioned Glass,6,4,FALSE
Rum Cobbler,12,Rum - Daiquiris,2,oz, Light Rum,0.25,oz, Simple Syrup,3,oz, Soda water,,,,,,,,,,,"In red-wine glass, stir rum and syrup. Top with soda water. Garnish with fruit and serve with a straw.",Red-Wine Glass,12,5.25,FALSE
Robson Cocktail,6,Rum - Daiquiris,1.5,oz, Jamaica Rum,0.5,oz, Fresh lemon juice,0.5,oz, Fresh orange juice,0.25,, Grenadine,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2.75,FALSE
Rio Fix,6,Rum - Daiquiris,1,oz, Absinthe or pastis,1.5,oz, Cachaca,0.5,oz, Maraschino liqueur,0.75,, Fresh Lime Juice,1,oz, Pineapple Juice,,,,,Pour pastis into chilled champagne flute and swirl to coat inside. Shake remaining ingredients with ice and strain into glass.,Champagne Flute,6,4.75,FALSE
Ringo Starr,6,Rum - Daiquiris,3,oz, Red grapes,0.5,oz, Lemon,6,count,Fresh mint leaves,1,, Sugar cube,1,oz, African rum,,,,,"Muddle grapes, lemon, mint, and sugar in shaker. Add rum and ice and shake briefly. Strain into chilled old-fashioned glass.",Old-Fashioned Glass,6,11.5,FALSE
Restless Native,6,Rum - Daiquiris,2,oz, Coconut rum,0.75,oz, White creme de cacao,1.5,oz, Fresh Lime Juice,,,,,,,1,oz, Light Rum,Lime Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lime twist.,Cocktail Glass,6,5.25,FALSE
Quarter Deck Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Cream sherry,0.5,oz, Fresh Lime Juice,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3,FALSE
Quaker's Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Brandy,0.5,oz, Fresh lemon juice,0.25,, Raspberry Syrup,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Puerto Rican Rum Daisy,6,Rum - Daiquiris,1.5,oz, Dark rum,0.25,oz, Orange curacao,0.75,oz, Fresh lemon juice,0.5,, each Orange juice and simple syrup,1,oz, Angostura Bitters,,,,Orange Slice,Shake with ice and strain into chilled cocktail glass. Top with nutmeg and garnish with an orange slice.,Cocktail Glass,6,4,FALSE
Cuban Cocktail No. 2,6,Brandy,0.5,oz, Brandy,0.5,oz, Light Rum,0.5,oz, Apricot-Flavored Brandy,0.5,, Fresh Lime Juice,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2,FALSE
Prohibition Punch,8,Rum - Daiquiris,1.5,oz, Dark rum,0.75,oz, Grand Marnier,1,oz, Passion Fruit Juice,1,, Cranberry Juice,1,oz, Fresh lemon juice,1,oz, Champagne,,Shake first five ingredients with ice. Strain into ice-filled snifter. Top with Champagne.,Brandy Snifter,8,6.25,FALSE
Prairie Oyster Cocktail,6,Cocktail Classics,1,oz, Old Mr. Boston Five Star Brandy,1,oz, Worcestershire Sauce,1,oz, Tomato Catsup,1,, Vinegar,1,oz, Pepper,,,,"Egg Yolk, Cayenne Pepper",Shake with ice and strain into old-fashioned glass over two ice cubes. Top with an unbroken egg yolk. Add a dash of cayenne pepper.,Old-Fashioned Glass,6,5,FALSE
Poker Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1.5,oz, Sweet Vermouth,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Planter's Punch No. 2,14,Rum - Daiquiris,2,oz, Light Rum,2,oz, Orange juice,1,oz," each Fresh Lime Juice, jamaica rum, grenadine",0.5,, Pineapple Juice,1,oz," each Fresh lemon juice, triple sec",,,,"Lemon Slice, Orange Slice, Pineapple Slice, Cherry, Mint","Stir first five ingredients in ice-filled Collins glass until glass is frosted. Add Jamaican rum, stir, and top with triple sec and grenadine. Garnish with fruit and mint. Serve with a straw.",Collins Glass,14,6.5,FALSE
Planter's Punch No. 1,14,Rum - Daiquiris,2,oz, Light Rum,2,oz, Fresh Lime Juice,0.5,oz, Simple Syrup,2,, Soda water,1,oz, Grenadine,,,,"Lemon Slice, Orange Slice, Pineapple Slice, Cherry","Stir rum, lime juice, syrup, and bitters in ice-filled Collins glass until glass is frosted. Fill with soda water and top with grenadine. Garnish with fruit. Serve with a straw.",Collins Glass,14,7.5,FALSE
Planter's Cocktail,6,Rum - Daiquiris,1.5,oz, Jamaica Rum,0.5,oz, Fresh lemon juice,1,oz, Simple Syrup,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3,FALSE
Pink Paradise,14,Rum - Daiquiris,1.5,oz, Coconut-flavored rum,1,oz, Amaretto,3,oz, Cranberry Juice,1.5,, Pineapple Juice,,,,,,,"Pineapple Slice, Cherry",Stir ingredients in ice-filled hurricane glass. Garnish with a pineapple slice and a cherry.,Hurricane Glass,14,7,FALSE
Pink Creole,6,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Fresh Lime Juice,0.25,oz, Grenadine,0.25,, half-and-half,,,,,,,Cherry,Shake with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6,3,FALSE
Pineapple Fizz,7,Rum - Daiquiris,2,oz, Light Rum,1,oz, Pineapple Juice,1,oz, Simple Syrup,1,count,,,,,,,,,"Shake rum, pineapple juice, and syrup with ice and strain into chilled highball glass over 2 ice cubes. Fill with soda water and stir.",Highball Glass,7,5,FALSE
Pineapple Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,0.75,oz, Pineapple Juice,0.5,oz, Fresh lemon juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.25,FALSE
Pearl Button,14,Rum - Daiquiris,2,oz, Cachaca (Brazilian rum),0.75,oz, Lillet Blanc,0.5,oz, Fresh Lime Juice,1,count,,,,,,,,"Pineapple Slice, Cherry",Shake first three ingredients with ice and strain into ice-filled Collins glass. Top with soda. Garnish with a pineapple slice and a cherry.,Collins Glass,14,4.25,FALSE
The Crux,6,Brandy,1.5,oz, Dubonnet,0.75,oz, Triple Sec,0.75,oz, Brandy,0.75,, Fresh lemon juice,,,,,,,Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,3.75,FALSE
Paris When It Sizzles,6,Rum - Daiquiris,0.75,oz, Elderflower liqueur,2,oz, Dark rum,0.5,oz, Fresh Lime Juice,1,, Angostura Bitters,,,,,,,Lime Slice,Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.,Cocktail Glass,6,4.25,FALSE
Palmetto Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1.5,oz, Dry Vermouth,2,oz, Angostura Bitters,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,5.5,FALSE
Paddington,6,Rum - Daiquiris,1.5,oz, Absinthe,1.5,oz, Light Rum,0.5,oz, Lillet Blanc,0.5,, Fresh grapefruit juice,1,oz, Fresh lemon juice,1,oz, Orange marmalade,Grapefruit Twist,"Pour absinthe into chilled cocktail glass, swirl to coat inside, and discard excess. Shake remaining ingredients with ice and strain into glass. Garnish with a grapefruit twist.",Cocktail Glass,6,6,TRUE
The Old Cuban,6,Rum - Daiquiris,6,count, mint leaves,1,oz, Simple Syrup,0.75,oz, Fresh Lime Juice,1.5,, Dark rum,1,oz, Angostura Bitters,1,oz, Champagne,Mint,"Muddle mint leaves, syrup, and lime juice in mixing glass. Add rum, bitters, and ice and shake well. Strain into chilled cocktail glass and top with Champagne. Garnish with chopped mint.",Cocktail Glass,6,11.25,FALSE
"Oh, Gosh!",6,Rum - Daiquiris,2,oz, Light Rum,1.5,oz, Triple Sec,1,oz, Fresh Lime Juice,,,,,,,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4.5,FALSE
Night Cap,8,Rum - Daiquiris,2,oz, Light Rum,0.5,oz, Simple Syrup,3,oz, Warm milk,,,,,,,,,,Nutmeg,"Pour rum and syrup in prewarmed Irish coffee glass, fill with warm milk, and stir. Top with nutmeg.",Irish Coffee Glass,8,5.5,FALSE
New Orleans Buck,14,Rum - Daiquiris,2,oz, Light Rum,1,oz, Fresh orange juice,0.5,oz, Fresh lemon juice,1,count,,,,,,,,,Shake first three ingredients with ice and strain into ice-filled Collins glass. Fill with ginger ale and stir.,Collins Glass,14,4.5,FALSE
Nevada Cocktail,6,Rum - Daiquiris,2,oz, Light Rum,1,oz, Grapefruit Juice,0.75,oz, Fresh Lime Juice,0.75,, Simple Syrup,1,oz, Angostura Bitters,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,5.5,FALSE
Moonquake Shake,6,Rum - Daiquiris,1.5,oz, Dark rum,1,oz, Coffee-flavored brandy,0.25,oz, Fresh lemon juice,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,2.75,FALSE
Monkey Wrench,14,Rum - Daiquiris,2,oz, Light Rum,4,oz, Grapefruit Juice,,,,,,,,,,,,,,Pour rum into ice-filled Collins glass. Fill with grapefruit juice and stir.,Collins Glass,14,6,FALSE
Creme De Cafe,6,Brandy,1,oz, Coffee-flavored brandy,0.5,oz, Light Rum,0.5,oz, Anisette,1,, half-and-half,,,,,,,,Shake with ice and strain into chilled old-fashioned glass.,Old-Fashioned Glass,6,3,FALSE
Margarita,6,Cocktail Classics,1.5,oz, Blanco tequila,0.75,oz, Cointreau or triple sec,0.75,oz, Fresh Lime Juice,,,,,,,,,,Salt,Rim chilled cocktail glass with lime and salt. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,6,3,FALSE
Mojito,14,Rum - Daiquiris,3,oz, Lime wedges,7,count, Fresh mint leaves,0.75,oz, Simple Syrup,2,, Light Rum,1,oz, Soda water,,,,Mint,"Muddle the limes, mint, and syrup in a Collins glass. Add the rum with ice and stir well. Top with soda water. Garnish with mint.",Collins Glass,14,13.75,FALSE
Champagne Flamingo,6,Vodka,2,oz, Vodka,0.75,oz, Campari,5,oz, Chilled Champagne,,,,,,,,,,Orange Twist,Shake vodka and Campari with ice. Strain into chilled champagne flute and top with Champagne. Garnish with an orange twist.,Champagne Flute,6,7.75,FALSE
Thunder and Lightning Cocktail,6,Cocktail Classics,1,oz, Egg Yolk,1,oz, Powdered Sugar,1.5,oz, Old Mr. Boston Five Star Brandy,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Casco Bay Lemonade,14,Vodka,2,oz, Citrus-flavored vodka,2,oz, Simple Syrup,2,oz, Fresh lemon juice,1,, Cranberry Juice,1,oz, Lemon-lime soda,,,,Lemon Slice,Shake first four ingredients with ice. Pour into ice-filled Collins glass. Fill glass with lemon-lime soda. Top with lemon slice.,Collins Glass,14,8,FALSE
Caribbean Cruise,14,Vodka,2,oz, Vodka,0.25,oz, Light Rum,0.25,oz, Coconut-flavored rum,1,, Grenadine,1,oz, Pineapple Juice,,,,"Pineapple Slice, Cherry",Shake first four ingredients with ice and pour into ice-filled Collins glass. Fill with pineapple juice. Garnish with a pineapple slice and a cherry.,Collins Glass,14,4.5,FALSE
Cappuccino Cocktail,6,Vodka,2,oz, Vodka,0.75,oz, Coffee-flavored brandy,0.75,oz, half-and-half,1.5,, Vodka,1,oz, Cranberry Juice,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,6,TRUE
Cape Codder,7,Tequila,2,oz, Vodka,5,oz, Cranberry Juice,3,count, Lime wedge,1,oz, Old Mr. Boston Anisette ,1,oz, Old Mr. Boston Five Star Brandy,1,oz, Egg White,Lime Slice,Pour into ice-filled highball glass. Stir well. Garnish with a lime slice.,Highball Glass,7,13,FALSE
Baltimore Bracer Cocktail,6,Cocktail Classics,1,oz, Old Mr. Boston Anisette ,1,oz, Old Mr. Boston Five Star Brandy,1,oz, Egg White,,,,,,,,,,,Shake with ice and strain into cocktail glass. ,Cocktail Glass,6,3,FALSE
Caesar,7,Vodka,,,,1.5,oz, Vodka,4,oz, Tomato-clam juice,0.5,, Prepared horseradish,1,oz," each Worcestershire Sauce, salt, ground black pepper",,,,"Celery, Lime Slice, Celery Salt","Rim highball glass with lemon and celery salt, and then fill with ice. Shake ingredients with ice and strain into glass. Garnish with celery and a lemon slice.",Highball Glass,7,7,TRUE
